time,stockid,StockID,StockName,date,price,open,close,high,low,vol,amount,cjbs,yclose,syl1,syl2,buy1,buy2,buy3,buy4,buy5,sale1,sale2,sale3,sale4,sale5,bc1,bc2,bc3,bc4,bc5,sc1,sc2,sc3,sc4,sc5,wb,lb,zmm,buy_vol,buy_amount,sale_vol,sale_amount,w_buy,w_sale,sectional_buy_vol,sectional_buy_amount,sectional_sale_vol,sectional_sale_amount,sectional_w_buy,sectional_w_sale,sectional_yclose,sectional_open,sectional_close,sectional_high,sectional_low,sectional_vol,sectional_amount,sectional_cjbs,sectional_wb,5min,10min,20min
2018-06-15 09:31:21,<NIL>,SH600637,东方明珠,43266.3967708333,16.14,16.14,16.14,16.14,16.14,100,1614,1,16.12,0,0,16.1,16.09,16.08,16.07,16.06,16.14,16.16,16.17,16.18,16.19,7200,800,800,1100,3000,400,4200,2600,3000,800,1.17272727272727,0.9152405261993409,1,100,1614,0,0,12900,11000,46200,742224,18600,298752,547300,521400,16.08,16.06,16.14,16.14,16.0,64800,1040976,84,1.04967395473725,16.1547111111,16.1026523568,16.0307692308
2018-06-15 09:31:23,<NIL>,SH600637,东方明珠,43266.3967939815,16.14,16.14,16.14,16.14,16.14,0,0,0,16.14,0,0,16.1,16.09,16.08,16.07,16.06,16.14,16.16,16.17,16.18,16.19,7200,800,800,1100,3000,800,4200,2600,3000,800,1.13157894736842,0.9152405261993409,0,0,0,0,0,12900,11400,46200,742224,18600,298752,560200,532800,16.08,16.06,16.14,16.14,16.0,64800,1040976,84,1.0514264264264301,16.1478488372,16.1014737466,16.03
2018-06-15 09:31:26,<NIL>,SH600637,东方明珠,43266.3968287037,16.1,16.1,16.1,16.1,16.1,300,4830,1,16.14,0,0,16.1,16.09,16.08,16.07,16.06,16.14,16.16,16.17,16.18,16.19,6900,500,800,1100,3000,800,4200,2600,3000,800,1.07894736842105,0.919477760791779,2,0,0,300,4830,12300,11400,46200,742224,18900,303582,572500,544200,16.08,16.06,16.1,16.14,16.0,65100,1045806,85,1.0520029400955502,16.146196319,16.1010367893,16.027706422
2018-06-15 09:31:30,<NIL>,SH600637,东方明珠,43266.396875,16.1,16.1,16.1,16.1,16.1,0,0,0,16.1,0,0,16.12,16.1,16.09,16.08,16.07,16.13,16.14,16.16,16.17,16.18,2500,6900,500,800,2100,200,1000,4400,2600,3000,1.14285714285714,0.919477760791779,0,0,0,0,0,12800,11200,46200,742224,18900,303582,585300,555400,16.08,16.06,16.1,16.14,16.0,65100,1045806,85,1.05383507382067,16.1451265823,16.1031960465,16.0273684211
2018-06-15 09:31:31,<NIL>,SH600637,东方明珠,43266.396886574104,16.13,16.13,16.13,16.13,16.13,100,1613,1,16.1,0,0,16.12,16.1,16.09,16.08,16.07,16.13,16.14,16.16,16.17,16.18,2500,6900,500,800,2100,100,1000,4400,2600,3000,1.15315315315315,0.9208901524543759,1,100,1613,0,0,12800,11100,46300,743837,18900,303582,598100,566500,16.08,16.06,16.13,16.14,16.0,65200,1047419,86,1.05578111209179,16.1468312757,16.1047276265,16.0272826087
2018-06-15 09:31:34,<NIL>,SH600637,东方明珠,43266.3969212963,16.13,16.13,16.13,16.13,16.13,0,0,0,16.13,0,0,16.12,16.1,16.09,16.08,16.07,16.13,16.14,16.16,16.17,16.18,2500,6900,500,800,2100,2400,400,4400,2600,3000,1.0,0.9208901524543759,0,0,0,0,0,12800,12800,46300,743837,18900,303582,610900,579300,16.08,16.06,16.13,16.14,16.0,65200,1047419,86,1.05454859312964,16.1475080906,16.104459725,16.0239495798
2018-06-15 09:31:38,<NIL>,SH600637,东方明珠,43266.3969675926,16.12,16.12,16.12,16.12,16.12,100,1612,1,16.13,0,0,16.12,16.1,16.09,16.08,16.07,16.13,16.14,16.16,16.17,16.18,4400,7900,500,800,2100,4800,400,4400,2600,3000,1.03289473684211,0.9223025441169742,2,0,0,100,1612,15700,15200,46300,743837,19000,305194,626600,594500,16.08,16.06,16.12,16.14,16.0,65300,1049031,87,1.05399495374264,16.1468709677,16.1043033175,16.0215932203
2018-06-15 09:31:42,<NIL>,SH600637,东方明珠,43266.3970138889,16.13,16.13,16.13,16.13,16.13,3000,48370,3,16.12,0,0,16.12,16.1,16.09,16.08,16.07,16.13,16.14,16.16,16.17,16.18,2400,7900,500,800,2100,3800,400,4400,2600,3000,0.9647887323943659,0.964674830436707,1,3000,48370,0,0,13700,14200,49300,792207,19000,305194,640300,608700,16.08,16.06,16.13,16.14,16.0,68300,1097401,90,1.05191391490061,16.146742671,16.1056,16.0216549296
2018-06-15 09:31:45,<NIL>,SH600637,东方明珠,43266.3970486111,16.13,16.13,16.13,16.13,16.13,0,0,0,16.13,0,0,16.12,16.1,16.09,16.08,16.07,16.13,16.14,16.16,16.17,16.18,3200,7900,500,800,2100,3800,400,4400,2600,3000,1.02112676056338,0.964674830436707,0,0,0,0,0,14500,14200,49300,792207,19000,305194,654800,622900,16.08,16.06,16.13,16.14,16.0,68300,1097401,90,1.05121207256381,16.146742671,16.1056,16.0216549296
2018-06-15 09:31:47,<NIL>,SH600637,东方明珠,43266.397071759304,16.14,16.14,16.14,16.14,16.14,4200,67750,5,16.13,0,0,16.14,16.13,16.12,16.1,16.09,16.16,16.17,16.18,16.19,16.2,1600,1200,3200,7900,500,4400,2600,3000,800,6900,0.8135593220338979,1.02399599552155,1,4200,67750,0,0,14400,17700,53500,859957,19000,305194,669200,640600,16.08,16.06,16.14,16.14,16.0,72500,1165151,95,1.04464564470809,16.1465517241,16.1055148342,16.0209611452
2018-06-15 09:31:51,<NIL>,SH600637,东方明珠,43266.397118055604,16.16,16.16,16.16,16.16,16.16,1400,22616,2,16.14,0,0,16.14,16.13,16.12,16.1,16.09,16.16,16.17,16.18,16.19,16.2,1200,1200,3200,7900,500,3400,2600,3000,800,6900,0.8383233532934129,1.0437697172164901,1,1400,22616,0,0,14000,16700,54900,882573,19000,305194,683200,657300,16.08,16.06,16.16,16.16,16.0,73900,1187767,97,1.03940362087327,16.1459386973,16.1052640693,16.0068176255
