time,stockid,StockID,StockName,date,price,open,close,high,low,vol,amount,cjbs,yclose,syl1,syl2,buy1,buy2,buy3,buy4,buy5,sale1,sale2,sale3,sale4,sale5,bc1,bc2,bc3,bc4,bc5,sc1,sc2,sc3,sc4,sc5,wb,lb,zmm,buy_vol,buy_amount,sale_vol,sale_amount,w_buy,w_sale,sectional_buy_vol,sectional_buy_amount,sectional_sale_vol,sectional_sale_amount,sectional_w_buy,sectional_w_sale,sectional_yclose,sectional_open,sectional_close,sectional_high,sectional_low,sectional_vol,sectional_amount,sectional_cjbs,sectional_wb,5min,10min,20min
2018-06-15 10:30:54,<NIL>,SH600637,东方明珠,43266.438125,15.74,15.74,15.74,15.74,15.74,4000,62950,7,15.74,0,0,15.73,15.72,15.71,15.7,15.68,15.74,15.75,15.77,15.78,15.79,17100,24100,5800,35300,16700,300,34900,14200,2411,2000,1.83977253721358,1.21075010299683,1,4000,62950,0,0,99000,53811,988533,15738791,1626000,25879684,59293033,68776324,16.08,16.06,15.74,16.17,15.73,2614533,41618475,2242,0.8621140176087341,15.7370582467,15.648255814,15.59
2018-06-15 10:30:57,<NIL>,SH600637,东方明珠,43266.4381597222,15.74,15.74,15.74,15.74,15.74,3200,50368,3,15.74,0,0,15.74,15.73,15.72,15.71,15.7,15.75,15.77,15.78,15.79,15.8,2800,17100,11300,6800,36000,15100,14200,2411,2000,31800,1.12958129169147,1.21223199367523,1,3200,50368,0,0,74000,65511,991733,15789159,1626000,25879684,59367033,68841835,16.08,16.06,15.74,16.17,15.73,2617733,41668843,2245,0.8623685437786491,15.7377354218,15.648255814,15.5913333333
2018-06-15 10:31:00,<NIL>,SH600637,东方明珠,43266.438194444396,15.74,15.74,15.74,15.74,15.74,0,0,0,15.74,0,0,15.74,15.73,15.72,15.71,15.7,15.75,15.77,15.78,15.79,15.8,3300,17900,10300,6800,36000,15100,14200,2411,2000,31800,1.13416067530644,1.21223199367523,0,0,0,0,0,74300,65511,991733,15789159,1626000,25879684,59441333,68907346,16.08,16.06,15.74,16.17,15.73,2617733,41668843,2245,0.8626269396589442,15.7364510405,15.6480234261,15.5927218935
2018-06-15 10:31:02,<NIL>,SH600637,东方明珠,43266.4382175926,15.73,15.73,15.73,15.73,15.73,22100,347669,15,15.74,0,0,15.72,15.71,15.7,15.68,15.67,15.73,15.75,15.77,15.78,15.79,10300,6800,36000,16700,600,27900,15100,14200,2411,2000,1.1426530976611298,1.20274901390076,2,0,0,22100,347669,70400,61611,991733,15789159,1648100,26227353,59511733,68968957,16.08,16.06,15.73,16.17,15.73,2639833,42016512,2260,0.8628770912107601,15.7337124893,15.6190675991,15.5944585987
2018-06-15 10:31:06,<NIL>,SH600637,东方明珠,43266.4382638889,15.7,15.7,15.7,15.7,15.7,35700,560935,46,15.73,0,0,15.71,15.7,15.68,15.67,15.66,15.73,15.75,15.77,15.78,15.79,800,23700,16700,600,11900,22200,5300,14200,2411,2000,1.1645811194725801,1.2190144062042199,2,0,0,35700,560935,53700,46111,991733,15789159,1683800,26788288,59565433,69015068,16.08,16.06,15.7,16.17,15.7,2675533,42577447,2306,0.8630786685597409,15.7337124893,15.6175742574,15.595398773
2018-06-15 10:31:09,<NIL>,SH600637,东方明珠,43266.4382986111,15.7,15.7,15.7,15.7,15.7,0,0,0,15.7,0,0,15.71,15.7,15.68,15.67,15.66,15.73,15.74,15.75,15.77,15.78,800,23700,16700,600,11900,22200,19800,5300,14200,2411,0.8402309461595029,1.2190144062042199,0,0,0,0,0,53700,63911,991733,15789159,1683800,26788288,59619133,69078979,16.08,16.06,15.7,16.17,15.7,2675533,42577447,2306,0.8630575301351809,15.7338787698,15.6176738609,15.58656
2018-06-15 10:31:12,<NIL>,SH600637,东方明珠,43266.4383333333,15.71,15.71,15.71,15.71,15.71,1100,17297,3,15.7,0,0,15.71,15.7,15.68,15.67,15.66,15.73,15.74,15.75,15.77,15.78,500,23700,16700,600,11900,21400,19800,5300,14200,2411,0.846128250225793,1.21951568126678,2,0,0,1100,17297,53400,63111,991733,15789159,1684900,26805585,59672533,69142090,16.08,16.06,15.71,16.17,15.7,2676633,42594744,2309,0.8630420775536289,15.7359982214,15.617038835,15.5870769231
2018-06-15 10:31:14,<NIL>,SH600637,东方明珠,43266.4383564815,15.73,15.73,15.73,15.73,15.73,5800,91234,3,15.71,0,0,15.71,15.7,15.68,15.67,15.66,15.73,15.74,15.75,15.77,15.78,4000,23700,16700,600,11900,19600,19800,5300,13900,2411,0.932618708101818,1.22215819358826,1,5800,91234,0,0,56900,61011,997533,15880393,1684900,26805585,59729433,69203101,16.08,16.06,15.73,16.17,15.7,2682433,42685978,2312,0.863103417865624,15.7349976179,15.6174941452,15.586
2018-06-15 10:31:18,<NIL>,SH600637,东方明珠,43266.4384027778,15.7,15.7,15.7,15.7,15.7,18400,288965,11,15.73,0,0,15.68,15.67,15.66,15.65,15.64,15.7,15.73,15.74,15.75,15.77,17700,600,11900,13100,200,5700,18100,19800,5300,13900,0.6926751592356689,1.2305415868759197,2,0,0,18400,288965,43500,62800,997533,15880393,1703300,27094550,59772933,69265901,16.08,16.06,15.7,16.17,15.7,2700833,42974943,2323,0.862948898910591,15.7358310172,15.6173903002,15.586
2018-06-15 10:31:21,<NIL>,SH600637,东方明珠,43266.4384375,15.7,15.7,15.7,15.7,15.7,5400,84780,6,15.7,0,0,15.68,15.67,15.66,15.65,15.64,15.7,15.72,15.73,15.74,15.75,18200,600,11900,13100,200,300,500,18100,19800,5300,1.0,1.2330018281936599,1,5400,84780,0,0,44000,44000,1002933,15965173,1703300,27094550,59816933,69309901,16.08,16.06,15.7,16.17,15.7,2706233,43059723,2329,0.8630359030522929,15.7355856386,15.6148048048,15.5828428094
2018-06-15 10:31:22,<NIL>,SH600637,东方明珠,43266.4384490741,15.7,15.7,15.7,15.7,15.7,300,4710,2,15.7,0,0,15.71,15.7,15.68,15.67,15.66,15.72,15.73,15.74,15.75,15.77,1000,300,18200,1400,11900,500,14100,19800,5300,13900,0.611940298507463,1.23313856124878,1,300,4710,0,0,32800,53600,1003233,15969883,1703300,27094550,59849733,69363501,16.08,16.06,15.7,16.17,15.7,2706533,43064433,2331,0.862841871260218,15.735451789,15.6135348837,15.5749760766
2018-06-15 10:31:27,<NIL>,SH600637,东方明珠,43266.438506944396,15.7,15.7,15.7,15.7,15.7,39000,612310,11,15.7,0,0,15.68,15.67,15.66,15.65,15.64,15.7,15.72,15.73,15.74,15.77,18200,1400,18400,13100,200,16000,10500,14100,19800,13900,0.690444145356662,1.25090754032135,2,0,0,39000,612310,51300,74300,1003233,15969883,1742300,27706860,59901033,69437801,16.08,16.06,15.7,16.17,15.7,2745533,43676743,2342,0.8626574018379409,15.7336170213,15.6127035831,15.5759821429
2018-06-15 10:31:29,<NIL>,SH600637,东方明珠,43266.4385300926,15.68,15.68,15.68,15.68,15.68,5200,81610,6,15.7,0,0,15.68,15.67,15.66,15.65,15.64,15.7,15.72,15.73,15.77,15.78,17100,1400,18400,25900,600,12300,500,14100,13900,2411,1.46721899516327,1.2532767057418799,2,0,0,5200,81610,63400,43211,1003233,15969883,1747500,27788470,59964433,69481012,16.08,16.06,15.68,16.17,15.68,2750733,43758353,2348,0.863033385293812,15.7316666667,15.6053719008,15.5750925926
2018-06-15 10:31:33,<NIL>,SH600637,东方明珠,43266.4385763889,15.7,15.7,15.7,15.7,15.7,16000,251120,10,15.68,0,0,15.68,15.67,15.66,15.65,15.64,15.7,15.72,15.73,15.77,15.78,13100,1400,18400,25900,600,30300,500,14100,13900,2411,0.970413814510464,1.2605665922164901,1,16000,251120,0,0,59400,61211,1019233,16221003,1747500,27788470,60023833,69542223,16.08,16.06,15.7,16.17,15.68,2766733,44009473,2358,0.863127901447729,15.7321212121,15.6053351573,15.5751152074
2018-06-15 10:31:35,<NIL>,SH600637,东方明珠,43266.438599537,15.7,15.7,15.7,15.7,15.7,200,3140,1,15.7,0,0,15.68,15.67,15.66,15.65,15.64,15.7,15.72,15.73,15.77,15.78,13100,1700,18400,25900,600,30100,500,14100,13900,2411,0.978512071593647,1.26065766811371,1,200,3140,0,0,59700,61011,1019433,16224143,1747500,27788470,60083533,69603234,16.08,16.06,15.7,16.17,15.68,2766933,44012613,2359,0.8632290419149201,15.7303703704,15.6040436242,15.57708
2018-06-15 10:31:39,<NIL>,SH600637,东方明珠,43266.4386458333,15.7,15.7,15.7,15.7,15.7,4200,65940,7,15.7,0,0,15.69,15.68,15.67,15.66,15.65,15.7,15.72,15.73,15.77,15.78,1000,13200,1700,18400,26000,25900,800,14100,12600,2411,1.08043217286915,1.26257133483887,1,4200,65940,0,0,60300,55811,1023633,16290083,1747500,27788470,60143833,69659045,16.08,16.06,15.7,16.17,15.68,2771133,44078553,2366,0.8634030656033249,15.7307142857,15.6038649789,15.5762195122
2018-06-15 10:31:42,<NIL>,SH600637,东方明珠,43266.4386805556,15.68,15.68,15.68,15.68,15.68,12500,196010,7,15.7,0,0,15.68,15.67,15.66,15.65,15.64,15.7,15.72,15.73,15.77,15.78,1700,1700,18400,26000,600,25900,800,14100,12600,2411,0.8672125566644571,1.26826655864716,2,0,0,12500,196010,48400,55811,1023633,16290083,1760000,27984480,60192233,69714856,16.08,16.06,15.68,16.17,15.68,2783633,44274563,2373,0.863406115333581,15.7307142857,15.6034011874,15.5922801303
2018-06-15 10:31:46,<NIL>,SH600637,东方明珠,43266.4387268519,15.7,15.7,15.7,15.7,15.7,15500,243330,7,15.68,0,0,15.69,15.68,15.67,15.66,15.65,15.7,15.72,15.73,15.77,15.78,1500,2900,1700,18400,26000,11400,800,14100,12600,2411,1.22243470262158,1.2753285169601398,1,15500,243330,0,0,50500,41311,1039133,16533413,1760000,27984480,60242733,69756167,16.08,16.06,15.7,16.17,15.68,2799133,44517893,2380,0.8636187392578492,15.731875,15.6032823129,15.5933613445
2018-06-15 10:31:48,<NIL>,SH600637,东方明珠,43266.43875,15.7,15.7,15.7,15.7,15.7,20100,314928,28,15.7,0,0,15.67,15.66,15.65,15.64,15.63,15.7,15.72,15.73,15.77,15.78,2400,5700,26000,600,1400,11100,300,14100,12600,2411,0.8911159931870359,1.28448641300201,1,20100,314928,0,0,36100,40511,1059233,16848341,1760000,27984480,60278833,69796678,16.08,16.06,15.7,16.17,15.66,2819233,44832821,2408,0.8636346990611791,15.7343478261,15.6029095563,15.5933798883
